model simulation_number drift_max_amp drift_exp_amp drift_l drift_epsilon diff_max_amp diff_exp_amp diff_l diff_epsilon v m xm_1 xm_2 xm_3 xm_4 xm_5 xm_6 xm_7 xm_8 xm_9 xm_10 xm_11 xm_12 xm_13 xm_14 xm_15
M1 11 5 4.87095724932685 2.79769834853248 0.001 1 0 4.51319613552785 0.001 0.604277214145742 15 1.06244944678469 1.357116497018 1.86013577090129 2.32021430107711 2.41765058164995 2.59355245808365 2.73185402095901 3.01293362808195 3.24110402672155 3.50877720164098 3.67991793758388 4.17656240212053 4.61069458485157 5.07322082216031 5.51852261384479
M1 12 5 5 2.87562046509461 0.001 1 0 4.84309149915443 0.001 0.796066642239893 15 0.485265290170226 1.20443677868087 1.61434077511181 2.04556754333725 2.4123038505591 2.46423014116192 2.63306030575719 2.84704508247648 3.26882594248689 3.48251986757243 3.87073204850058 4.19089747685737 4.48788290391848 5.16614866594444 5.47250431523989
M1 13 5 5 4.15794674889877 0.001 1 0 5.5 0.001 0.697947062750641 15 -0.089005372275067 1.00611315255176 1.56841985991993 1.84058203760884 1.96055295659052 2.28203645183597 2.66832938651903 2.81389366600805 3.21978004296147 3.7462420936372 3.81098563242494 4.36137889545265 4.75779295711649 5.49462482658999 5.95863815356517
M1 14 5 5 2.62741745609693 0.001 1 0 5.5 0.001 0.717994683068405 15 -0.715247818758542 2.80233254091194 2.81360329116821 2.07619729317101 1.39083418607891 1.21047777421506 1.490634260197 2.26041936724747 3.33244211501669 4.01309264459062 4.66023153693737 4.82790958768938 4.77514724694549 4.02219578061634 6.22088686632179
M1 15 5 4.21434024536585 3.23439277650553 0.001 1 0 5.5 0.001 0.704600133148433 15 -0.415398623908819 1.14595042023818 1.56987617268151 1.77980013702497 2.0368631244632 2.31982363312487 2.40906797744538 2.77923869047553 3.35335562504873 3.59344925975236 4.06482808090599 4.48217176185365 5.06777336911968 5.26616068466026 6.51021517987896
M1 16 5 5 2.75125551383291 0.001 1 0 5.05679353592108 0.001 0.69199799994767 15 0.00410304502537207 3.83639142657908 3.58712642375493 3.95496154527993 1.08033824124216 0.761313675561506 1.06168920754623 4.25245198720402 4.49281368914454 5.43362575449692 5.37371340733098 2.23506370689818 2.09321472193632 2.05133487501461 5.55624150989526
M1 17 5 4.96061212934117 2.57452637823594 0.001 1 0.0021088482899006 5.4021607271468 0.001 0.522360421715884 15 -0.523891043860509 0.390864225165706 1.6997324099846 2.01726220786872 2.23447497665531 1.89020007631682 2.03809525245484 2.55569768646394 2.68449808557761 3.42210211853635 4.06664368022889 4.58302473377884 4.77881344802353 4.87136438509412 4.80175155757346
M1 18 5 4.95356537506146 3.45219548402483 0.001 1 0 5.5 0.001 0.70300889981727 15 2.12401126822052 0.729105416664611 0.629590594032 1.0375215895146 1.41425387475969 3.18049677219042 3.66960122491664 3.9551441484437 3.96631559813339 3.68769247581578 3.22434059786504 2.77269276163458 2.6985118273841 4.43915228925536 6.09642001691956
M1 19 5 4.98663449906295 2.92821636442515 0.001 1 0 1.81088689676806 0.001 0.649343373391623 15 0.55511856376743 0.802242466876316 1.43426487499255 1.59496902536894 2.01594805425017 2.24633294551388 2.66577979870152 3.11807478896836 3.49076587328808 3.82832091946956 4.31549318186339 4.51121448781344 4.88745439778651 5.39146189245351 5.72698584385969
M1 20 5 5 4.63599460757573 0.001 1 0 2.18030132017529 0.001 0.68799613766818 15 0.510347402155953 0.777903919215508 1.2407097247587 1.82437092902392 2.31999436731733 2.742249639646 3.0054101387239 3.1361517139911 3.68312233283401 4.05640498138029 4.35143483720828 4.78586276665063 5.24961353008135 5.88549526602612 6.31332457173785
M1 21 5 5 3.27885785253828 0.001 1 0 5.5 0.001 0.762986388809471 15 0.374521574737722 1.2959814704681 1.69940442010271 2.27000119892997 2.77995502832796 2.96247326621795 3.22173407873777 3.36425459437104 3.60194621192014 3.63671553576209 3.73141073170491 3.91057949602134 4.13746971407431 5.25648866418249 6.2114980797269
M1 22 5 5 3.48336470263746 0.001 1 0 4.81396366596494 0.001 0.733806492867923 15 0.317448024661375 1.49286286488301 2.17111147722607 2.14199885074028 2.12749327233511 2.23612165761787 2.504945963413 3.37118166918024 3.96132604579836 4.15396808338052 4.20704259405154 4.09164835605366 4.10710530028555 4.93537063699627 6.20476043538989
M1 23 5 5 4.23976184630048 0.001 1 0 1.30079724986071 0.001 0.683128461430786 15 0.137585149415318 0.482486971387493 0.830884220406073 1.15723896909405 1.72571528461966 2.34849172076374 2.81947874883682 2.89999105923968 3.40213180079504 3.47551770309862 3.81637114174652 4.06887577276437 4.73902592418435 5.13730276197004 5.60846275661157
M1 24 5 5 3.19125583167469 0.001 1 0 4.79326434832916 0.001 0.685056082001103 15 0.199891791149954 1.06290352485045 1.60335730567315 1.71999582180406 1.99609982021895 2.25256717050262 2.61194091903339 2.93087175541035 3.19610133462797 3.38579140046269 3.58245766141866 3.80447329206099 4.0422448263898 4.71438651960888 5.57443885588975
M1 25 5 5 2.54917320151167 0.001 1 0 5.12452394955507 0.001 0.554959559978548 15 0.14023878483804 1.20021877480368 1.30121157281026 1.72092333218109 1.90300597701104 2.4648475364185 2.66840369846942 3.13873343054919 3.49281680668299 4.01659922809532 4.47562010209331 4.72250366811362 4.96594956043069 5.27433345540542 6.3017771955474
M1 26 5 5 2.92175777620786 0.001 1 0 5.36531982704824 0.001 0.696713366232614 15 0.0495690564439704 1.53410579338151 1.78565448854132 2.06902050761489 2.17464182045286 2.23543959951935 2.64273323413378 2.77730125295988 3.40685375780959 3.83088837726692 3.98644259461544 4.33739643851338 4.5243631188423 4.66581130870128 6.24563125739952
M1 27 5 4.87921516028293 3.24400335377687 0.001 1 0.00252017215326588 5.3373850711583 0.001 0.652366043257595 15 0.192908855245444 0.753970760562872 1.68740274748488 1.77854677869919 1.98114887591332 2.00890560428141 2.2739687107943 2.73223852715604 3.07217310279385 3.43297271529338 3.62892186449934 3.88990948099237 4.12624816502937 4.32940072018075 5.53459050403093
M1 28 5 5 2.82512347866009 0.001 1 0 5.09628985948164 0.001 0.701478654798743 15 0.0281328994303292 2.8289298583433 2.72678268551735 2.00553154472489 1.75569781156585 1.3702885403456 1.81566922550221 2.30053894502196 3.05042520570151 4.53357575348651 5.42181205879445 4.86202196876326 4.08298081368806 3.7354466404124 4.78724525616593
M1 29 5 4.12318801995761 3.12266087767883 0.001 1 0 4.48543924867855 0.001 0.500929777247781 15 -0.431752323922213 4.10242700001163 4.14395331208464 3.99647066581904 0.279200454886798 0.409313365773131 0.594272381522215 4.49123329412547 4.59221450238771 5.3119551608383 5.00625215332135 2.25319022501931 2.29356190801463 2.34081682196459 6.51092220047627
M1 30 5 5 4.00309989662983 0.001 1 0 5.47366987295377 0.001 0.702780223407595 15 0.426077648392986 1.10969152172092 1.71827887247765 2.257305204405 2.46086633332712 2.66934228206697 3.08010151546425 3.15576832191865 3.35845953648032 3.67277136226646 3.78402500203057 4.32781874768259 4.63109094717425 5.2248904128776 6.04848951584177
M1 31 5 5 3.5750674464201 0.001 1 0 5.5 0.001 0.690179359787328 15 2.93028365948476 0.884866050001019 0.785873297330835 1.10104354561535 1.76144997848169 4.32359721454856 4.57902249902093 4.59305309706768 4.51178970402498 4.05585651904032 2.4452717100885 2.46665312719059 2.80479048986681 2.90398240359906 6.10512435478307
M1 32 5 3.90744287692872 2.68398140215665 0.001 1 0 4.62505643960955 0.001 0.706517594528317 15 0.278894922587076 0.704946131917362 1.27621826462287 1.7232318592653 2.09782430137271 2.7158009272349 3.06528516321972 3.30617409768837 3.46836499351541 3.73331294467711 4.05442592673358 4.28409032240934 4.40321040148157 4.74196233241815 6.27163408211694
M1 33 5 5 3.90107893005086 0.001 1 0 3.67944954834603 0.001 0.678914736714488 15 0.317236923951035 1.57112217667247 1.6915143692516 2.57972504319241 2.72133405257205 2.7433276178359 2.6014944721197 2.64444602816823 3.05690582952018 3.42213199957625 4.13004273328986 4.65672574279573 5.3747860980383 5.49715095656488 5.47966737050042
M1 34 5 4.01414074717128 3.51021101974286 0.001 1 0 5.5 0.001 0.698093965707547 15 -0.367579732712488 0.124603313461498 1.59374087668646 1.65422092469962 1.65075179602525 1.73147365123841 2.42620297074099 2.97223676535982 3.12032087635559 3.8883536534082 4.00105350498843 4.37183737433135 4.48539353885692 4.67053121758538 6.30169116307156
M1 35 5 5 3.58162353375018 0.001 1 0 5.5 0.001 0.701001030112999 15 -0.0928030263205608 1.67975564294921 2.68065113759692 2.93385457461265 2.89781838804374 2.61155852791191 2.33761925824646 2.05798985685145 2.19063064194487 3.05848451865954 3.76898811503077 4.69703878722645 5.39006362661897 5.75332646567057 4.255594322311
M1 36 5 5 3.05001848380898 0.001 1 0 4.89674697741789 0.001 0.718478928860867 15 -0.152648316037701 1.7751180559336 2.76557386208494 2.77014976086963 2.01633210677958 1.57091982223781 1.41541958713455 1.39294328597121 1.83477194550511 2.72761162142613 4.14387160229024 4.46615353795738 5.13718993197707 5.07338592696235 4.05681965470607
M1 37 5 4.37445644033473 3.30200512762406 0.001 1 0.00141445709866132 5.5 0.001 0.707119374536156 15 0.0722288384061418 0.278907263663397 0.957838846731563 1.3610328021896 1.94459640278636 2.26870461439984 2.77819877666343 3.11544770180081 3.23222816399958 3.67590208031714 4.22954819959494 4.3486884995826 4.7844790831405 5.28852265474142 6.30327755511792
M1 38 5 5 3.27542027589815 0.001 1 0 4.20552066143556 0.001 0.715336534082171 15 0.383685580621925 1.27364489701808 1.46697074430903 2.28179250915724 2.28280538329093 2.10924801647112 2.52493227686235 2.79287807455416 3.26791777716814 3.81252803450832 4.12644771438737 4.20548275199854 4.23554611612623 4.8447098690232 5.69910145699337
M1 39 5 4.06742132195449 3.07327747629286 0.001 1 0.00190096288999405 5.49361102218695 0.001 0.663309402382368 15 -0.115843603220147 1.66053771712222 2.03983907008039 2.22515646036612 2.32910544594533 2.42661406054797 2.54962227004707 2.69147655684944 3.07253893149012 3.20981746916185 4.10936050368022 4.8059396096766 5.22747060999018 5.31115635901801 5.12984670406933
M1 40 5 5 3.03265450212561 0.001 1 0 5.5 0.001 0.699338675329718 15 -0.200701497839183 0.494537114359178 1.27428764623112 1.72814249512424 2.12561691370003 2.13158505472936 2.2809851837532 2.93422732514506 3.0319485863978 3.6298966363993 3.67406242832259 4.10249446259969 4.23217806471123 4.84111162272739 5.56447336114864
M1 41 5 4.81136076311298 3.77518536938556 0.001 1 0 4.11350964879438 0.001 0.670689345394333 15 -0.0434316225240132 0.683954651304768 1.13532734539826 1.20663453908731 1.62074875754983 1.97324080646363 2.20973074547214 2.85789598186786 3.06127835495599 3.73091277670771 4.00662878935303 4.4280310921738 4.9448543289901 5.47651720597105 5.80602254821072
M1 42 5 5 3.46640281224767 0.001 1 0 2.40361976403937 0.001 0.686835615710999 15 0.540263603836955 0.799630425303973 1.92462822123125 2.11076068372253 2.36874271027152 2.7370976809697 2.83905401224878 2.88707329048504 2.95602684669218 3.04261762600298 3.30556157618609 3.48386522087856 3.69248170667614 4.04356070984884 5.09719984267098
M1 43 5 4.46908716306843 3.7547536050681 0.001 1 0 1.65921164527035 0.001 0.689550467547117 15 0.529770381611179 0.658654055006652 1.46979465570582 1.76556392366822 2.14058718230419 2.55843714521818 2.78080739109895 3.09228483496502 3.53453551249954 3.77495932590556 4.13239547630559 4.42507682613072 4.66394620805377 5.3464041264858 5.89631413950149
M1 44 5 5 1 0.001 1 0 5.5 0.001 0.690452433049933 15 -0.0391681003637476 3.30980759033756 3.69064341609132 0.183587469310428 0.915668316490883 4.34605040400252 1.52429598736713 1.94167391891692 2.29081508429233 2.06974051464461 5.33961786091944 4.65821412709816 3.00350925232033 6.4917674725253 2.89107031682607
M1 45 5 5 1 0.001 1 0 4.86950729046889 0.001 0.696190095063978 15 0.558464641203833 1.0807758292757 1.62027050171189 1.95208769730207 2.21620517953366 2.3787620056291 2.92232307285594 3.02990209512958 3.33654447067921 3.63415191633518 3.78741919927969 4.25484916059481 4.49084852324173 5.18292229002739 5.53248992789792
M1 46 5 5 2.7547574998491 0.001 1 0 5.5 0.001 0.638927088231727 15 -0.429055590513112 2.25606944042705 2.52905624637834 1.20786738596838 0.993592501580149 1.23507008608771 1.88279229754315 2.88793376677356 3.8154774051111 3.93684559284066 3.83169510806971 2.87737520702763 2.40783134249507 3.46518056300378 5.41509491607956
M1 47 5 5 3.23183551928664 0.001 1 0 5.5 0.001 0.691750948053772 15 -0.135598487526304 0.559966225705762 1.48987883442274 1.73783979880854 1.95400266467324 2.10623041345567 2.50396345249366 2.72348988617957 3.42833080920926 3.74746721640681 3.95172960781847 4.21146580730822 4.32183302761844 4.49231261986721 6.05245734664158
M1 48 5 5 4.50539909307703 0.001 1 0 5.48396154937439 0.001 0.694814191457039 15 0.320868528402192 1.09706367320998 1.83022383070571 2.1838173888301 2.52944453743027 2.82263491668385 3.09233542916349 3.56023582394648 3.90917833110592 4.11298342741089 4.29010096219329 4.74536935986297 5.19524659435088 6.15130627133119 6.53180073359602
M1 49 5 4.24375074071536 2.10205404228062 0.001 1 0 4.76388059004713 0.001 0.687796190230482 15 5.41230846931009 1.84388102405781 0.766533694494885 0.810123682131504 1.27769110909258 4.6853348184796 5.5737213941577 5.8450056659036 5.71820961189388 5.66688293109545 2.07457029551729 1.9427986121885 3.03091499006659 2.58750310753378 6.58084539191158
M1 50 5 5 3.39932489022809 0.001 1 0 5.5 0.001 0.694874686911005 15 0.123492485278988 0.720912885248773 1.34728840354453 1.8804246249104 2.46973593447685 2.65671946600477 2.88250771204961 2.99886607925787 3.05763293360063 3.21853703207337 3.33427747149101 3.77678299258807 4.09280801763336 4.95690981065852 5.51078382008076
M1 51 5 5 4.0056000404075 0.001 1 0 5.29473602372028 0.001 0.690835519519717 15 0.712839742524094 0.542205585547628 0.765904624919299 1.11925998051436 2.25920970483605 2.73942134575476 3.19616005407765 3.33817167916476 3.23691248150807 3.17927126245213 3.15221534768465 3.20386553860218 3.55911495466919 4.5765818968292 5.5606996859962
M1 52 5 5 3.47752846359842 0.001 1 0 4.15112066819119 0.001 0.701415590657937 15 -0.272353197758689 0.905799983103638 1.50085555632962 2.00223035075095 2.18093249055637 2.21631654533377 2.27181256558951 2.32336904941118 2.60809568590699 2.93745892366278 3.41880790651118 3.83061614206288 4.34156061182148 5.15852111145136 5.4419642296662
M1 53 5 5 3.84773670400809 0.001 1 0 3.41436380421041 0.001 0.690527919927456 15 0.731450219466192 0.670684029537857 0.927306760102263 1.34540680385102 1.73499882677704 2.46757661600244 3.04736558006037 3.49774838131554 3.62590219695546 3.67487829406002 3.76882472464584 3.95389910541303 4.19222854442611 4.67441208190704 5.6238889296328
M1 54 5 5 3.80890251166414 0.001 1 0 5.20118396234209 0.001 0.728015416572356 15 0.328303526469585 1.14949214409016 1.60013190874217 2.07194391540807 2.49997497460941 2.6717047848025 2.83791148231692 3.00291075593575 3.15339635550285 3.44070136802579 3.57527052654396 3.90428827863351 4.55688637284506 5.00406255792571 5.67162088744344
M1 55 5 5 3.93685546748536 0.001 1 0 5.5 0.001 0.676529591143765 15 0.581485219742879 0.512355063904362 0.838007932075848 1.44875926558736 2.29402213927749 3.13149188465146 3.18599214850802 3.1256060908684 2.84622874898229 3.01248818845079 3.34096871410335 4.60538624288805 5.04442668559721 5.29702683644 5.31040800769805
M1 56 5 5 3.26218776406902 0.001 1 0 4.59206204506227 0.001 0.696845306761496 15 0.491463571962566 3.07401985645781 3.19480941900684 2.73350946658655 1.54774770358084 1.83942768261383 2.06871017418019 3.72801266798343 4.38446962854757 4.18091635881396 4.00875334999888 3.08038788487367 2.46994683078388 4.7096134606538 5.60380230265057
M1 57 5 5 3.49277762729 0.001 1 0 3.02522888159849 0.001 0.641626263186207 15 0.00465282780231391 1.27505484574858 1.85718599914375 1.87918785301122 1.85073275802431 1.99547691379765 2.17932485237375 2.50509305123557 3.35581413808407 4.08493628384045 4.36489931249829 4.47556510547158 4.45978026353696 4.61716160387553 5.91763461558238
M1 58 5 4.92468084067957 3.13398460618391 0.001 1 0.00221343419811129 5.49352812203888 0.001 0.858842527067361 15 0.367502223016893 0.0162787348287927 0.444992118105818 0.877322413822116 1.76073049235532 2.03859179018082 2.82605862445399 2.89336741046999 3.25575763038291 3.31883660464973 3.41093895820075 3.54334104063506 3.96296967006431 4.15774799196083 5.5804276278278
M1 59 5 5 2.8998959587038 0.001 1 0 4.95550869348087 0.001 0.691399135782431 15 0.639028743147408 0.971632123466163 1.31301390601688 1.71815582341234 1.79523416514164 2.19484930879525 2.70835588469992 2.80716411806832 3.21049331983303 3.80742610352842 4.06961215744628 4.32986594769241 4.38429308279688 4.90966774811315 5.34794850087775
M1 60 5 4.98726540999499 3.2555074922005 0.001 1 0 1.62775764193131 0.001 0.578421968413344 15 0.262851782317956 0.92050093524584 1.37209978229156 1.55111377568843 1.78658517035703 2.07079886276837 2.66546304550503 2.8369028772262 3.32404633433671 3.60921956759082 4.36035356095363 4.5588994446657 4.88891141088162 5.0913202857861 5.43442571445099
M1 61 5 5 3.13716084691574 0.001 1 0 5.5 0.001 0.711936433013116 15 0.405675029809207 1.50233224204353 2.10468535957071 2.39595684473974 2.49299045626908 2.8439149095307 3.08909010994409 3.12094563598667 3.35548307894446 3.59508231132667 3.69066864849725 3.96270777201217 4.59051895066483 5.08204536281172 5.65824594851158
M1 62 5 5 3.71393148468633 0.001 1 0 5.41594492043918 0.001 0.699703848037605 15 0.363846269686581 0.207296158005812 0.683404421394156 1.50048087398981 1.92708974818334 2.47364450449816 2.9008735205618 3.17453502079461 3.37598926871309 3.46012883614617 3.53097231828826 3.74299246963855 4.2497732746618 4.72630029109449 5.95976541275708
M1 63 5 5 2.78156302883838 0.001 1 0 1.86264049746985 0.001 0.689297299806123 15 1.01870214061386 1.46593381000565 2.32244393473683 2.59760198924931 2.7664220094893 2.94795524698967 3.02644243853031 3.19150044274874 3.75192993002835 4.29041908883568 4.8814564640372 5.27515205561519 5.62341108333228 5.56392584079085 6.53132018430968
M1 64 5 5 2.72059829469591 0.001 1 0 5.5 0.001 0.692528489071843 15 0.213345702713959 0.759217298650565 1.6786023951651 1.92863974516335 2.31185762793516 2.44380598109675 2.57322327735476 2.98258475810304 3.05201388099941 3.47343642499488 3.61621069061143 4.14083361579683 4.3626573952612 4.72467051512615 5.52527915453505
M1 65 5 5 3.20119134857503 0.001 1 0 5.5 0.001 0.688893321742308 15 0.0836355471968293 0.399245850894897 1.12304603153731 1.66704332666176 1.9959188924391 2.2186051278546 2.43265776446782 2.55389989920495 3.10447495450789 3.24237841704546 3.81953061711579 4.03631794197713 4.20960346868112 4.56101398756145 5.90578778515769
M1 66 5 5 3.37663368701584 0.001 1 0 2.30010684914606 0.001 0.667494258903411 15 -0.0110437625304773 0.659946541576002 0.838793657962861 1.68893345833058 1.82797678206794 2.42990815674787 1.81221331702508 2.28656068771371 2.81022049054415 3.82771618556669 3.98703901559483 3.35866904660258 3.75240968531222 4.95137891971317 5.24197272342118
M1 67 5 4.98665424986651 2.87636265857769 0.001 1 0 3.83205337192049 0.001 0.757860039532032 15 0.141018082674836 1.12499424128612 1.19025872578316 1.86084939332964 2.23749637455698 2.49241118856396 2.61544400074121 2.83373494406913 2.85100417014775 3.28207759193934 3.55983375928349 3.84200797394778 4.15162331952482 4.80953807721612 5.00584678773213
M1 68 5 4.80063294405143 3.87722864783583 0.001 1 0.0219460802570368 5.12439144498267 0.001 0.56266633748213 15 -0.404378281223775 0.596181631877827 1.06527687242326 1.85092634902907 2.12326548717001 2.32719878682846 2.53023414879131 2.85344736028363 2.96225478412842 3.11781760174198 3.56361384336041 3.95515157982897 4.05873790333543 4.82093529954594 5.96674839954615
M1 69 5 5 2.92948340836331 0.001 1 0 5.5 0.001 0.707798749908207 15 0.313766754029735 1.38539546781063 1.97144858004812 2.48414046171022 2.7039818947884 2.7308097294746 3.06612666655427 3.16391788312254 3.74058023599222 3.81409801502062 4.2827885124254 5.13425256003009 5.37005463590125 5.45874135678002 6.99208351027059
M1 70 5 5 3.46667950528895 0.001 1 0 5.5 0.001 0.707827439024242 15 0.532538636346935 1.33850870174766 2.01879671434481 2.16624179966406 2.22436087620683 2.44163914659994 2.53688780656535 3.50526300851709 3.87111793364615 3.99448432523249 3.95919278057883 3.8148710902142 3.84869726428409 4.98342722204637 5.59875130678564
M1 71 5 5 2.64222968795444 0.001 1 0 5.5 0.001 0.693401092282013 15 0.735633079095373 0.827652747254537 1.73980951048847 1.88918248300643 2.26010130969157 2.74001925813016 3.2634107584832 3.3883490538555 4.02468537316777 4.16674891752219 4.35976981948711 4.44789440674924 4.84577089790321 5.14705181312985 6.70570189477481
M1 72 5 5 3.78608467393063 0.001 1 0 4.92425583799124 0.001 0.70143947703563 15 -0.296478875450125 1.23187802780561 1.63793292181372 1.88105769293815 2.13388172265915 2.17624910212386 2.20679953757541 2.2630923440313 2.57043812327169 3.14577924873505 3.71815629896931 4.19987749786134 5.28065461941232 5.39869015538852 5.01218031301319
M1 73 5 4.56609094378974 2.44509493175637 0.001 1 0 4.56627711087428 0.001 0.674436551099093 15 -1.48349550858012 -0.454285575051216 2.22898005185065 -0.0116944587314971 2.80970279261229 0.992536567315851 0.881286711495947 3.67432291162475 3.80503003040367 2.10096390624657 2.1778882676684 4.98959822348197 5.36197177108672 2.42750484247357 5.2491455441283
M1 74 5 5 4.16854035346303 0.001 1 0 5.39358087558669 0.001 0.702294167176258 15 -0.629411106894057 2.06691965804841 3.51428460571408 2.40584731203594 2.03336921350214 1.27586520391531 1.20822111879543 2.15438187172878 3.37833960231237 3.9209705033934 5.40378319816603 5.49556631233422 4.61754156547277 4.35100659880071 6.67438899841031
M1 75 5 5 3.86592925117842 0.001 1 0 5.5 0.001 0.680456368888784 15 0.389628156860126 0.495107550569026 2.20338797352842 2.33086062335292 2.53899955519286 2.25275759170644 2.58760430801125 2.86058087597529 3.02652420052046 3.82779790610219 4.38198127825998 4.48587882486565 4.89031770931746 5.1217342252812 5.45179887809246
M1 76 5 4.71018411516916 3.7772071892388 0.001 1 0 2.11800938009531 0.001 0.697957404806011 15 0.522636445638471 1.1776239173339 1.67041131114488 1.73833237184843 1.95834106223786 2.00515128090499 2.52577036266248 2.92339004802567 3.83011523138648 4.27432845808191 4.68092791790589 4.66057973772085 4.65197340837759 4.73801952966747 6.23285285629044
M1 77 5 5 3.43464124415853 0.001 1 0 5.02590159159479 0.001 0.733810141165058 15 0.721172873346458 1.06631065645818 1.84892761414296 2.2567666882559 2.44254303675625 2.86256846640704 2.98119863365168 3.13739758186276 3.39034575525682 3.61245219016943 3.98264104261365 4.11914445956133 4.49657103206343 5.13420445385438 5.81895039012459
M1 78 5 4.59596568780743 1.19512941480982 0.001 1 0 5.47817774523538 0.001 0.700945741432938 15 3.64619050751437 1.54234852595498 -0.0103878774152339 3.83156938542272 3.65519800928372 3.29886103770441 2.28273357318198 4.66455292714888 1.86417969104269 1.93862781173397 5.30649179636589 5.5340133789988 5.23254960401242 3.04592017201577 3.06697875453981
M1 79 5 4.80770098446141 3.55404224304998 0.001 1 0 5.5 0.001 0.760963008060111 15 -1.13224839192911 0.350693460717792 0.359322518585473 1.53941996497101 1.79603648206276 2.28676825599234 2.48894794362156 2.87048331514123 3.23146417075574 3.47052376340582 3.67697089929885 3.88062004481468 4.41022209305781 5.3699611293616 5.97276481470858
M1 80 5 5 1.11317777306686 0.001 1 0 4.20468151910829 0.001 0.544096638493129 15 0.218022894029439 1.27472500075541 1.53914513565428 1.68363036780002 1.99452245675728 2.29188801413235 2.48001845477193 2.64847841845062 3.05834994590258 3.29445175014948 3.52674960855429 3.73731003780652 4.16873009796287 4.36998067441116 5.28904858317444
M1 81 5 4.99033203340785 3.48244789343924 0.001 1 0 5.5 0.001 0.68519123548986 15 -0.735188452001378 1.75236139907456 1.71774898043513 1.61605254465729 1.56087253824747 1.73444458160344 2.17041129727368 2.97695104770185 3.73111513667465 3.79582498620445 4.21389657121843 4.23586411517069 4.22792918679555 4.33787782262827 6.3207760617152
